subject,rt,sex,native_language,answer,frequency,class
R3,6.167516,M,English,correct,5.347108,animal
S,6.118097,F,English,correct,5.700444,animal
S,6.161207,F,English,correct,6.304449,plant
S,6.25575,F,English,correct,2.70805,animal
S,6.230481,F,English,correct,3.951244,animal
S,6.234411,F,English,correct,1.791759,plant
S,6.285998,F,English,correct,4.624973,animal
S,6.23637,F,English,correct,4.060443,plant
S,6.142037,F,English,correct,4.75359,plant
S,6.224558,F,English,correct,4.844187,animal
S,6.329721,F,English,correct,5.545177,plant
S,6.663133,F,English,correct,5.805135,animal
S,6.357842,F,English,correct,4.60517,animal
S,6.605298,F,English,correct,4.70953,animal
S,6.418365,F,English,correct,6.577861,animal
S,6.921658,F,English,correct,2.995732,animal
S,6.973543,F,English,correct,4.248495,animal
S,6.190315,F,English,correct,4.976734,plant
S,6.265301,F,English,correct,3.332205,plant
S,6.452049,F,English,correct,2.484907,plant
S,6.282267,F,English,correct,2.833213,plant
S,6.869014,F,English,correct,3.663562,plant
S,6.291569,F,English,correct,5.783825,animal
S,6.926577,F,English,correct,3.970292,animal
S,6.508769,F,English,correct,5.117994,animal
S,6.543912,F,English,correct,3.663562,plant
S,6.383507,F,English,correct,3.828641,plant
S,7.142037,F,English,correct,4.615121,animal
S,6.638568,F,English,correct,2.484907,plant
S,6.324359,F,English,correct,4.59512,plant
S,6.43615,F,English,correct,7.77191,animal
S,6.385194,F,English,correct,5.023881,plant
S,6.472346,F,English,correct,3.988984,plant
S,6.347389,F,English,correct,3.044522,plant
S,6.621406,F,English,correct,5.214936,animal
S,6.238325,F,English,correct,6.378426,plant
S,6.261492,F,English,correct,5.587249,plant
S,6.309918,F,English,correct,4.454347,plant
S,6.315358,F,English,correct,5.918894,animal
S,6.398595,F,English,correct,7.667626,animal
S,6.665684,F,English,correct,5.537334,plant
S,6.423247,F,English,correct,4.442651,plant
S,6.458338,F,English,correct,5.880533,animal
S,6.535241,F,English,correct,4.007333,animal
S,6.315358,F,English,correct,5.652489,animal
S,6.308098,F,English,correct,5.267858,animal
S,6.190315,F,English,correct,5.347108,animal
S,6.388561,F,English,correct,3.044522,animal
S,6.347389,F,English,correct,4.682131,animal
S,6.240276,F,English,correct,4.997212,plant
S,6.228511,F,English,correct,4.812184,plant
S,6.169611,F,English,correct,6.120297,animal
S,6.318968,F,English,correct,3.044522,plant
S,6.142037,F,English,correct,6.109248,animal
S,6.661855,F,English,correct,3.433987,plant
S,6.375025,F,English,correct,5.298317,animal
S,6.109248,F,English,correct,6.098074,animal
S,6.359574,F,English,correct,4.859812,animal
S,6.388561,F,English,correct,6.660575,animal
S,6.192362,F,English,correct,2.890372,animal
S,6.198479,F,English,incorrect,4.043051,animal
S,6.378426,F,English,correct,5.631212,plant
S,6.280396,F,English,correct,5.541264,animal
S,6.148468,F,English,correct,4.962845,animal
S,6.416732,F,English,correct,4.49981,plant
S,6.356108,F,English,correct,6.228511,animal
S,6.291569,F,English,correct,4.204693,plant
S,6.356108,F,English,correct,4.727388,plant
S,6.089045,F,English,correct,5.129899,animal
S,6.188264,F,English,correct,3.555348,plant
S,6.135565,F,English,correct,6.063785,animal
S,6.025866,F,English,correct,6.59987,animal
S,6.582025,F,English,correct,3.332205,animal
S,6.120297,F,English,correct,6.461468,plant
S,6.400257,F,English,correct,4.418841,animal
S,6.2186,F,English,correct,5.192957,plant
S,6.429719,F,English,correct,3.637586,animal
S,6.318968,F,English,correct,7.086738,animal
S,6.612041,F,English,correct,2.079442,plant
S,6.391917,F,English,correct,4.127134,plant
T1,6.204558,F,English,correct,6.59987,animal
T1,6.240276,F,English,correct,7.086738,animal
T1,6.375025,F,English,correct,3.433987,plant
T1,6.715383,F,English,correct,5.545177,plant
T1,6.357842,F,English,correct,2.833213,plant
T1,6.300786,F,English,correct,1.791759,plant
T1,6.326149,F,English,correct,4.204693,plant
T1,6.413459,F,English,correct,5.117994,animal
T1,6.342121,F,English,correct,4.75359,plant
T1,6.177944,F,English,correct,3.044522,plant
T1,6.295266,F,English,correct,5.805135,animal
T1,6.74876,F,English,incorrect,3.044522,animal
T1,6.680855,F,English,correct,2.079442,plant
T1,6.276643,F,English,correct,5.267858,animal
T1,6.45047,F,English,correct,4.060443,plant
T1,6.593045,F,English,correct,2.890372,animal
T1,6.188264,F,English,correct,6.098074,animal
T1,6.39693,F,English,correct,4.844187,animal
T1,6.507278,F,English,correct,3.637586,animal
T1,6.340359,F,English,correct,5.587249,plant
T1,6.381816,F,English,correct,4.007333,animal
T1,6.452049,F,English,correct,5.214936,animal
T1,6.249975,F,English,correct,5.783825,animal
T1,6.306275,F,English,correct,6.228511,animal
T1,6.745236,F,English,correct,3.663562,plant
T1,6.452049,F,English,correct,4.442651,plant
T1,6.278521,F,English,correct,2.995732,animal
T1,6.113682,F,English,correct,2.484907,plant
T1,6.326149,F,English,correct,5.298317,animal
T1,7.125283,F,English,correct,4.043051,animal
T1,6.261492,F,English,correct,5.631212,plant
T1,6.424869,F,English,correct,4.127134,plant
T1,6.487684,F,English,correct,3.828641,plant
T1,6.472346,F,English,correct,6.378426,plant
T1,6.393591,F,English,correct,4.859812,animal
T1,6.70196,F,English,correct,5.700444,animal
T1,6.40688,F,English,correct,3.332205,animal
T1,6.253829,F,English,correct,7.77191,animal
T1,6.562444,F,English,correct,3.332205,plant
T1,6.003887,F,English,correct,6.461468,plant
T1,6.196444,F,English,correct,4.976734,plant
T1,6.381816,F,English,correct,5.129899,animal
T1,6.338594,F,English,correct,4.49981,plant
T1,6.291569,F,English,correct,3.970292,animal
T1,6.329721,F,English,correct,6.304449,plant
T1,6.361302,F,English,correct,3.988984,plant
T1,6.212606,F,English,correct,7.667626,animal
T1,6.369901,F,English,correct,5.652489,animal
T1,6.424869,F,English,correct,4.624973,animal
T1,6.597146,F,English,correct,4.418841,animal
T1,6.192362,F,English,correct,6.577861,animal
T1,6.45047,F,English,correct,4.682131,animal
T1,6.324359,F,English,correct,5.541264,animal
T1,6.424869,F,English,correct,3.663562,plant
T1,6.317165,F,English,correct,3.555348,plant
T1,6.084499,F,English,incorrect,5.918894,animal
T1,6.326149,F,English,correct,5.347108,animal
T1,6.584791,F,English,correct,4.248495,animal
T1,6.335054,F,English,correct,3.044522,plant
T1,6.496775,F,English,correct,4.70953,animal
T1,6.388561,F,English,correct,4.60517,animal
T1,6.269096,F,English,correct,5.023881,plant
T1,6.184149,F,English,correct,2.70805,animal
T1,6.188264,F,English,correct,4.59512,plant
T1,6.200509,F,English,correct,5.880533,animal
T1,6.309918,F,English,correct,6.109248,animal
T1,6.388561,F,English,correct,4.962845,animal
T1,6.517671,F,English,correct,2.484907,plant
T1,6.408529,F,English,correct,4.615121,animal
T1,6.073045,F,English,incorrect,6.120297,animal
T1,6.318968,F,English,correct,4.727388,plant
T1,6.45677,F,English,correct,4.454347,plant
T1,6.33328,F,English,correct,6.063785,animal
T1,6.180017,F,English,correct,3.951244,animal
T1,6.214608,F,English,correct,4.812184,plant
T1,6.287859,F,English,correct,5.192957,plant
T1,6.102559,F,English,correct,4.997212,plant
T1,6.293419,F,English,correct,6.660575,animal
T1,6.173786,F,English,correct,5.537334,plant
T2,7.2086,F,Other,correct,4.043051,animal
T2,7.198184,F,Other,correct,2.484907,plant
T2,6.846943,F,Other,correct,7.77191,animal
T2,6.829794,F,Other,correct,3.044522,plant
T2,7.007601,F,Other,correct,3.951244,animal
T2,6.822197,F,Other,correct,5.023881,plant
T2,6.763885,F,Other,correct,2.70805,animal
T2,6.971669,F,Other,correct,4.70953,animal
T2,7.587311,F,Other,incorrect,2.079442,plant
T2,6.821107,F,Other,correct,5.214936,animal
T2,7.037906,F,Other,correct,5.298317,animal
T2,6.835185,F,Other,correct,4.060443,plant
T2,6.630683,F,Other,correct,4.127134,plant
T2,6.890609,F,Other,correct,4.844187,animal
T2,6.602588,F,Other,correct,7.667626,animal
T2,6.725034,F,Other,correct,4.727388,plant
T2,7.017506,F,Other,correct,4.624973,animal
T2,6.57368,F,Other,correct,3.044522,plant
T2,6.969791,F,Other,incorrect,4.59512,plant
T2,7.032624,F,Other,correct,3.555348,plant
T2,6.848005,F,Other,correct,3.970292,animal
T2,6.805723,F,Other,incorrect,2.995732,animal
T2,6.966024,F,Other,correct,4.60517,animal
T2,6.81564,F,Other,correct,4.49981,plant
T2,6.731018,F,Other,correct,5.587249,plant
T2,6.993015,F,Other,correct,6.109248,animal
T2,6.768493,F,Other,correct,5.783825,animal
T2,6.476972,F,Other,correct,7.086738,animal
T2,6.940222,F,Other,correct,3.988984,plant
T2,6.371612,F,Other,correct,5.631212,plant
T2,6.526495,F,Other,correct,6.660575,animal
T2,7.03966,F,Other,correct,4.682131,animal
T2,6.849066,F,Other,correct,4.442651,plant
T2,6.884487,F,Other,correct,4.75359,plant
T2,6.814543,F,Other,correct,5.880533,animal
T2,7.014814,F,Other,correct,4.007333,animal
T2,6.874198,F,Other,incorrect,3.637586,animal
T2,7.224025,F,Other,incorrect,4.248495,animal
T2,6.886532,F,Other,correct,5.267858,animal
T2,6.768493,F,Other,correct,4.962845,animal
T2,6.568078,F,Other,correct,6.098074,animal
T2,6.900731,F,Other,correct,1.791759,plant
T2,7.117206,F,Other,correct,2.484907,plant
T2,7.055313,F,Other,correct,2.890372,animal
T2,6.716595,F,Other,correct,5.545177,plant
T2,6.590301,F,Other,correct,4.418841,animal
T2,6.654153,F,Other,correct,2.833213,plant
T2,6.566672,F,Other,correct,3.663562,plant
T2,6.493754,F,Other,correct,5.918894,animal
T2,6.511745,F,Other,correct,6.304449,plant
T2,6.781058,F,Other,correct,3.828641,plant
T2,6.811244,F,Other,incorrect,4.615121,animal
T2,6.877296,F,Other,incorrect,4.204693,plant
T2,6.813445,F,Other,correct,4.454347,plant
T2,6.719013,F,Other,correct,4.812184,plant
T2,6.754604,F,Other,correct,6.378426,plant
T2,6.795706,F,Other,correct,5.192957,plant
T2,7.053586,F,Other,correct,5.117994,animal
T2,6.582025,F,Other,correct,5.129899,animal
T2,6.812345,F,Other,correct,6.228511,animal
T2,6.872128,F,Other,correct,6.461468,plant
T2,6.628041,F,Other,correct,5.700444,animal
T2,6.532334,F,Other,correct,6.59987,animal
T2,6.530878,F,Other,correct,3.332205,plant
T2,6.603944,F,Other,correct,4.976734,plant
T2,6.569481,F,Other,correct,6.577861,animal
T2,6.583409,F,Other,correct,4.859812,animal
T2,6.768493,F,Other,correct,6.120297,animal
T2,6.803505,F,Other,correct,3.433987,plant
T2,7.036148,F,Other,correct,3.332205,animal
T2,6.597146,F,Other,correct,5.537334,plant
T2,6.514713,F,Other,correct,5.347108,animal
T2,6.723832,F,Other,correct,3.663562,plant
T2,6.542472,F,Other,correct,5.652489,animal
T2,7.223296,F,Other,correct,6.063785,animal
T2,6.50279,F,Other,correct,5.805135,animal
T2,7.053586,F,Other,correct,4.997212,plant
T2,6.673298,F,Other,correct,5.541264,animal
T2,6.88551,F,Other,correct,3.044522,animal
V,6.921658,F,Other,incorrect,3.044522,animal
V,6.958448,F,Other,correct,5.117994,animal
V,6.426488,F,Other,correct,7.667626,animal
V,6.756932,F,Other,correct,3.663562,plant
V,6.844815,F,Other,correct,4.962845,animal
V,6.371612,F,Other,correct,5.347108,animal
V,6.493754,F,Other,correct,4.127134,plant
V,6.603944,F,Other,correct,4.682131,animal
V,6.338594,F,Other,correct,5.880533,animal
V,6.447306,F,Other,correct,6.120297,animal
V,6.514713,F,Other,correct,5.541264,animal
V,6.490724,F,Other,correct,4.418841,animal
V,6.753438,F,Other,correct,3.044522,plant
V,6.731018,F,Other,correct,4.454347,plant
V,6.568078,F,Other,correct,4.727388,plant
V,6.40688,F,Other,correct,5.805135,animal
V,6.602588,F,Other,correct,3.332205,plant
V,6.39693,F,Other,correct,6.228511,animal
V,6.781058,F,Other,incorrect,2.079442,plant
V,6.770789,F,Other,correct,3.988984,plant
V,6.452049,F,Other,correct,5.192957,plant
V,7.055313,F,Other,correct,4.624973,animal
V,6.43935,F,Other,correct,4.007333,animal
V,6.378426,F,Other,correct,6.577861,animal
V,6.751101,F,Other,correct,4.442651,plant
V,6.49224,F,Other,correct,5.298317,animal
V,6.605298,F,Other,correct,1.791759,plant
V,6.793466,F,Other,correct,4.70953,animal
V,6.347389,F,Other,correct,6.660575,animal
V,6.539586,F,Other,correct,4.49981,plant
V,6.322565,F,Other,correct,5.700444,animal
V,6.440947,F,Other,correct,4.59512,plant
V,6.590301,F,Other,correct,6.378426,plant
V,6.50279,F,Other,correct,3.433987,plant
V,6.52503,F,Other,correct,4.204693,plant
V,6.703188,F,Other,correct,3.970292,animal
V,6.444131,F,Other,correct,6.098074,animal
V,6.526495,F,Other,correct,5.214936,animal
V,6.352629,F,Other,correct,4.844187,animal
V,6.961296,F,Other,incorrect,6.063785,animal
V,6.729824,F,Other,correct,4.615121,animal
V,6.416732,F,Other,correct,7.086738,animal
V,6.556778,F,Other,correct,4.60517,animal
V,6.582025,F,Other,correct,4.997212,plant
V,6.717805,F,Other,correct,4.812184,plant
V,6.84588,F,Other,correct,6.109248,animal
V,6.626718,F,Other,correct,3.332205,animal
V,6.493754,F,Other,correct,5.129899,animal
V,6.731018,F,Other,correct,3.951244,animal
V,6.883463,F,Other,correct,7.77191,animal
V,6.375025,F,Other,correct,5.023881,plant
V,6.58755,F,Other,correct,5.587249,plant
V,6.426488,F,Other,correct,5.631212,plant
V,6.508769,F,Other,correct,3.044522,plant
V,6.796824,F,Other,correct,4.859812,animal
V,6.795706,F,Other,correct,2.995732,animal
V,6.431331,F,Other,correct,2.484907,plant
V,6.816736,F,Other,correct,4.043051,animal
V,6.572283,F,Other,correct,5.537334,plant
V,6.35437,F,Other,correct,5.267858,animal
V,6.378426,F,Other,correct,2.70805,animal
V,6.527958,F,Other,correct,2.484907,plant
V,6.561031,F,Other,correct,4.75359,plant
V,6.934397,F,Other,correct,4.248495,animal
V,6.507278,F,Other,correct,3.555348,plant
V,6.50279,F,Other,correct,6.304449,plant
V,6.788972,F,Other,correct,2.890372,animal
V,6.461468,F,Other,correct,6.59987,animal
V,6.823286,F,Other,correct,3.637586,animal
V,6.739337,F,Other,correct,3.663562,plant
V,6.679599,F,Other,correct,4.060443,plant
V,6.426488,F,Other,correct,4.976734,plant
V,6.390241,F,Other,correct,5.652489,animal
V,6.475433,F,Other,correct,5.783825,animal
V,6.424869,F,Other,correct,5.545177,plant
V,6.381816,F,Other,correct,5.918894,animal
V,6.618739,F,Other,correct,6.461468,plant
V,6.455199,F,Other,correct,3.828641,plant
V,6.668228,F,Other,correct,2.833213,plant
W1,6.483107,M,English,correct,5.192957,plant
W1,6.329721,M,English,correct,5.783825,animal
W1,6.381816,M,English,correct,6.660575,animal
W1,6.352629,M,English,correct,3.988984,plant
W1,6.278521,M,English,correct,3.433987,plant
W1,6.2186,M,English,correct,5.918894,animal
W1,6.238325,M,English,correct,2.833213,plant
W1,6.570883,M,English,correct,3.637586,animal
W1,6.347389,M,English,correct,4.962845,animal
W1,6.20859,M,English,correct,6.59987,animal
W1,6.244167,M,English,correct,4.49981,plant
W1,6.177944,M,English,correct,5.805135,animal
W1,6.202536,M,English,correct,4.75359,plant
W1,6.380123,M,English,correct,3.044522,plant
W1,6.146329,M,English,correct,6.063785,animal
W1,6.137727,M,English,correct,5.541264,animal
W1,6.561031,M,English,correct,4.624973,animal
W1,6.381816,M,English,correct,3.332205,plant
W1,6.526495,M,English,correct,3.555348,plant
W1,6.36647,M,English,correct,2.890372,animal
W1,6.34388,M,English,correct,4.204693,plant
W1,6.289716,M,English,correct,6.304449,plant
W1,6.329721,M,English,correct,5.347108,animal
W1,6.152733,M,English,correct,2.70805,animal
W1,6.180017,M,English,correct,3.044522,plant
W1,6.338594,M,English,correct,4.454347,plant
W1,6.146329,M,English,correct,4.060443,plant
W1,6.253829,M,English,correct,3.951244,animal
W1,6.182085,M,English,correct,5.537334,plant
W1,6.12905,M,English,correct,5.117994,animal
W1,6.224558,M,English,correct,4.812184,plant
W1,6.144186,M,English,correct,6.098074,animal
W1,6.109248,M,English,correct,5.587249,plant
W1,6.186209,M,English,correct,3.332205,animal
W1,6.202536,M,English,correct,7.086738,animal
W1,6.45047,M,English,incorrect,2.079442,plant
W1,6.202536,M,English,correct,4.682131,animal
W1,6.278521,M,English,correct,4.859812,animal
W1,6.322565,M,English,incorrect,2.484907,plant
W1,6.242223,M,English,correct,5.298317,animal
W1,6.061457,M,English,correct,6.228511,animal
W1,6.122493,M,English,correct,4.59512,plant
W1,6.180017,M,English,correct,5.023881,plant
W1,6.139885,M,English,correct,5.129899,animal
W1,6.466145,M,English,correct,4.043051,animal
W1,6.045005,M,English,correct,6.577861,animal
W1,6.510258,M,English,correct,5.652489,animal
W1,6.282267,M,English,correct,3.828641,plant
W1,6.313548,M,English,correct,6.109248,animal
W1,6.198479,M,English,correct,3.970292,animal
W1,6.226537,M,English,correct,4.007333,animal
W1,6.480045,M,English,correct,4.997212,plant
W1,6.232448,M,English,correct,4.248495,animal
W1,6.317165,M,English,incorrect,3.044522,animal
W1,6.242223,M,English,correct,5.214936,animal
W1,6.216606,M,English,correct,3.663562,plant
W1,6.122493,M,English,correct,5.700444,animal
W1,6.270988,M,English,correct,4.727388,plant
W1,6.142037,M,English,correct,7.77191,animal
W1,6.212606,M,English,correct,2.995732,animal
W1,6.188264,M,English,correct,6.120297,animal
W1,6.216606,M,English,correct,4.418841,animal
W1,6.150603,M,English,correct,4.60517,animal
W1,6.249975,M,English,correct,4.70953,animal
W1,6.224558,M,English,correct,5.267858,animal
W1,6.200509,M,English,correct,7.667626,animal
W1,6.234411,M,English,correct,6.461468,plant
W1,6.133398,M,English,correct,5.880533,animal
W1,6.309918,M,English,correct,5.631212,plant
W1,6.357842,M,English,correct,4.442651,plant
W1,6.304449,M,English,correct,4.127134,plant
W1,6.228511,M,English,correct,5.545177,plant
W1,6.269096,M,English,correct,4.844187,animal
W1,6.248043,M,English,correct,2.484907,plant
W1,6.452049,M,English,correct,3.663562,plant
W1,6.242223,M,English,correct,4.615121,animal
W1,6.270988,M,English,correct,1.791759,plant
W1,6.342121,M,English,correct,4.976734,plant
W1,6.198479,M,English,correct,6.378426,plant
W2,6.625392,M,English,correct,3.433987,plant
W2,6.526495,M,English,correct,2.484907,plant
W2,6.416732,M,English,correct,4.70953,animal
W2,6.401917,M,English,correct,5.537334,plant
W2,6.444131,M,English,correct,2.890372,animal
W2,6.336826,M,English,correct,5.023881,plant
W2,6.194405,M,English,correct,7.086738,animal
W2,6.47851,M,English,correct,5.541264,animal
W2,6.990257,M,English,correct,6.461468,plant
W2,6.579251,M,English,correct,4.060443,plant
W2,6.499787,M,English,correct,4.859812,animal
W2,6.395262,M,English,correct,5.631212,plant
W2,6.802395,M,English,correct,3.044522,plant
W2,6.526495,M,English,correct,5.918894,animal
W2,6.60665,M,English,correct,5.192957,plant
W2,6.634633,M,English,correct,3.637586,animal
W2,6.569481,M,English,correct,4.60517,animal
W2,6.498282,M,English,correct,4.976734,plant
W2,6.43615,M,English,correct,5.347108,animal
W2,6.532334,M,English,correct,5.652489,animal
W2,6.434547,M,English,correct,4.442651,plant
W2,6.395262,M,English,correct,4.812184,plant
W2,6.591674,M,English,correct,2.484907,plant
W2,6.577861,M,English,correct,4.454347,plant
W2,6.533789,M,English,correct,6.577861,animal
W2,6.559615,M,English,correct,6.098074,animal
W2,6.790097,M,English,correct,4.248495,animal
W2,6.81564,M,English,correct,3.044522,plant
W2,6.828712,M,English,correct,4.615121,animal
W2,6.401917,M,English,correct,6.120297,animal
W2,6.693324,M,English,correct,4.75359,plant
W2,6.35437,M,English,correct,5.267858,animal
W2,6.507278,M,English,correct,5.129899,animal
W2,6.527958,M,English,correct,5.117994,animal
W2,6.679599,M,English,correct,2.70805,animal
W2,7.009409,M,English,correct,4.682131,animal
W2,6.300786,M,English,correct,5.700444,animal
W2,6.431331,M,English,correct,3.970292,animal
W2,6.744059,M,English,correct,3.663562,plant
W2,6.533789,M,English,correct,4.127134,plant
W2,6.423247,M,English,correct,4.418841,animal
W2,6.335054,M,English,correct,3.663562,plant
W2,6.642487,M,English,correct,4.624973,animal
W2,6.495266,M,English,correct,7.77191,animal
W2,6.410175,M,English,correct,5.545177,plant
W2,6.190315,M,English,correct,5.783825,animal
W2,6.289716,M,English,correct,7.667626,animal
W2,6.159095,M,English,correct,4.962845,animal
W2,6.352629,M,English,correct,3.988984,plant
W2,6.276643,M,English,correct,1.791759,plant
W2,6.234411,M,English,correct,6.378426,plant
W2,6.318968,M,English,correct,4.59512,plant
W2,6.342121,M,English,correct,2.995732,animal
W2,6.297109,M,English,correct,5.880533,animal
W2,6.363028,M,English,correct,3.332205,plant
W2,6.345636,M,English,correct,5.214936,animal
W2,6.318968,M,English,correct,3.332205,animal
W2,6.257668,M,English,correct,6.304449,plant
W2,6.276643,M,English,correct,6.228511,animal
W2,6.380123,M,English,correct,6.109248,animal
W2,6.263398,M,English,correct,6.063785,animal
W2,6.317165,M,English,correct,4.844187,animal
W2,6.381816,M,English,correct,3.044522,animal
W2,6.652863,M,English,correct,2.833213,plant
W2,6.774224,M,English,correct,5.805135,animal
W2,6.593045,M,English,correct,3.828641,plant
W2,6.43615,M,English,correct,4.49981,plant
W2,6.272877,M,English,correct,4.204693,plant
W2,6.206576,M,English,correct,5.587249,plant
W2,6.142037,M,English,correct,3.951244,animal
W2,6.710523,M,English,correct,2.079442,plant
W2,6.380123,M,English,correct,4.007333,animal
W2,6.50279,M,English,correct,4.043051,animal
W2,6.184149,M,English,correct,6.59987,animal
W2,6.426488,M,English,correct,3.555348,plant
W2,6.22059,M,English,correct,6.660575,animal
W2,6.196444,M,English,correct,4.727388,plant
W2,6.463029,M,English,correct,5.298317,animal
W2,6.336826,M,English,correct,4.997212,plant
Z,6.642487,M,Other,correct,3.044522,plant
Z,6.320768,M,Other,correct,3.332205,plant
Z,6.40688,M,Other,correct,6.461468,plant
Z,6.463029,M,Other,correct,3.970292,animal
Z,6.390241,M,Other,correct,5.192957,plant
Z,6.612041,M,Other,incorrect,2.484907,plant
Z,6.588926,M,Other,correct,5.783825,animal
Z,6.790097,M,Other,correct,4.454347,plant
Z,6.652863,M,Other,correct,4.007333,animal
Z,6.361302,M,Other,correct,5.700444,animal
Z,7.111512,M,Other,correct,3.044522,animal
Z,6.717805,M,Other,correct,6.063785,animal
Z,6.712956,M,Other,correct,6.109248,animal
Z,6.45047,M,Other,correct,6.378426,plant
Z,6.60665,M,Other,correct,2.70805,animal
Z,6.408529,M,Other,correct,5.918894,animal
Z,6.663133,M,Other,correct,5.214936,animal
Z,6.508769,M,Other,correct,5.267858,animal
Z,6.359574,M,Other,correct,5.587249,plant
Z,6.352629,M,Other,correct,5.023881,plant
Z,7.044905,M,Other,correct,3.555348,plant
Z,6.381816,M,Other,correct,6.660575,animal
Z,6.452049,M,Other,correct,3.828641,plant
Z,6.679599,M,Other,correct,4.812184,plant
Z,6.672033,M,Other,correct,4.844187,animal
Z,6.697034,M,Other,correct,4.60517,animal
Z,6.854355,M,Other,correct,2.833213,plant
Z,6.419995,M,Other,correct,4.976734,plant
Z,6.345636,M,Other,correct,5.805135,animal
Z,6.788972,M,Other,incorrect,4.204693,plant
Z,6.43935,M,Other,correct,6.59987,animal
Z,6.526495,M,Other,correct,6.120297,animal
Z,6.293419,M,Other,correct,5.652489,animal
Z,6.905753,M,Other,correct,2.890372,animal
Z,6.74876,M,Other,correct,7.667626,animal
Z,6.508769,M,Other,correct,5.117994,animal
Z,6.6995,M,Other,incorrect,4.624973,animal
Z,6.549651,M,Other,correct,5.298317,animal
Z,6.375025,M,Other,correct,4.727388,plant
Z,7.029973,M,Other,correct,3.637586,animal
Z,6.842683,M,Other,correct,4.043051,animal
Z,6.777647,M,Other,correct,4.418841,animal
Z,6.862758,M,Other,correct,4.615121,animal
Z,6.570883,M,Other,correct,3.951244,animal
Z,7.17549,M,Other,correct,2.995732,animal
Z,7.000334,M,Other,incorrect,4.682131,animal
Z,6.511745,M,Other,correct,6.577861,animal
Z,6.320768,M,Other,correct,5.347108,animal
Z,6.703188,M,Other,incorrect,4.49981,plant
Z,6.804615,M,Other,correct,4.248495,animal
Z,6.751101,M,Other,incorrect,3.663562,plant
Z,6.620073,M,Other,correct,4.442651,plant
Z,6.559615,M,Other,correct,5.541264,animal
Z,7.128496,M,Other,correct,2.484907,plant
Z,6.45047,M,Other,correct,3.663562,plant
Z,6.904751,M,Other,incorrect,2.079442,plant
Z,6.338594,M,Other,correct,6.304449,plant
Z,6.464588,M,Other,correct,3.332205,animal
Z,6.317165,M,Other,correct,6.228511,animal
Z,6.530878,M,Other,correct,4.59512,plant
Z,6.549651,M,Other,correct,3.044522,plant
Z,6.776507,M,Other,correct,3.988984,plant
Z,6.388561,M,Other,correct,6.098074,animal
Z,6.665684,M,Other,correct,5.880533,animal
Z,6.588926,M,Other,correct,4.060443,plant
Z,6.43935,M,Other,correct,5.631212,plant
Z,6.324359,M,Other,correct,5.545177,plant
Z,6.493754,M,Other,correct,4.75359,plant
Z,6.771936,M,Other,correct,1.791759,plant
Z,6.313548,M,Other,correct,4.997212,plant
Z,6.527958,M,Other,correct,4.127134,plant
Z,6.706862,M,Other,correct,4.859812,animal
Z,6.253829,M,Other,correct,7.086738,animal
Z,6.660575,M,Other,correct,5.537334,plant
Z,6.505784,M,Other,correct,4.962845,animal
Z,6.761573,M,Other,correct,4.70953,animal
Z,6.782192,M,Other,correct,3.433987,plant
Z,6.2186,M,Other,correct,5.129899,animal
Z,6.411818,M,Other,correct,7.77191,animal